url,reason,opened_at,resolved_at
https://www.cabinezero15.com.br/segmentos/espelho-magico-festa.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/espelho-magico-formatura.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-aniversario.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-batizado.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-casamento.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-cha-de-bebe.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-corporativo.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-debutante.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-festa-junina.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-festa.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/segmentos/totem-retro-formatura.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/servicos/ativacao-de-marca.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/servicos/cabine-fotografica-retro.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/servicos/espelho-magico.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/servicos/eventos-corporativos.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/sobre.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/solicitar-orcamento.html,HTTP 403,2026-09-11T03:26:46,2026-09-11T08:15:12
https://www.cabinezero15.com.br/,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/adicionais/fotos-imantadas.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
https://www.cabinezero15.com.br/adicionais/hora-extra.html,HTTP 403,2026-09-12T03:35:50,2026-09-12T08:08:25
